S CC TrialNum Contrast TargetType PrimeRelation PrimeShown TargetShown RT score
S67 cc3 172 Degraded LF Rel daring BRAVE 712 C
S67 cc3 173 Clear LF Rel towel SHOWER 618 C
S67 cc3 174 Clear LF Unr rise DUMB 635 C
S67 cc3 175 Clear HF Unr loop MIND 625 C
S67 cc3 176 Degraded LF Unr outlaw INSECT 723 C
S67 cc3 177 Degraded NW Unr ball VACK 777 C
S67 cc3 178 Degraded NW Unr stud DIAKOME 825 C
S67 cc3 179 Clear LF Rel snorkel SWIM 708 C
S67 cc3 180 Clear NW Unr frame TERE 823 C
S67 cc3 181 Clear NW Unr shape JOAD 611 C
S67 cc3 182 Clear LF Unr impact LOCK 963 C
S67 cc3 183 Degraded NW Unr exam JAMPER 761 C
S67 cc3 184 Degraded HF Unr broken PLAY 901 C
S67 cc3 185 Clear HF Unr guide GIRL 625 C
S67 cc3 186 Clear HF Rel brave STRONG 709 C
S67 cc3 187 Degraded NW Unr cape VIRMER 1383 C
S67 cc3 188 Degraded NW Unr desert TORD 867 C
S67 cc3 189 Degraded NW Unr boring DORNER 1109 C
S67 cc3 190 Degraded LF Rel squeak MOUSE 1001 C
S67 cc3 191 Degraded NW Unr lonely NEEK 774 C
S67 cc3 192 Degraded NW Unr full LORKED 1226 C
S67 cc3 193 Clear HF Rel must HAVE 513 C
S67 cc3 194 Degraded LF Unr throne WITCH 1454 C
S67 cc3 195 Degraded LF Rel destiny GOAL 1093 C
S67 cc3 196 Degraded NW Unr motor VORD 965 C
S67 cc3 197 Clear LF Rel hawk EAGLE 607 C
S67 cc3 198 Degraded LF Unr stake PURPLE 668 C
S67 cc3 199 Clear HF Unr core ALONE 824 C
S67 cc3 200 Degraded HF Rel appeal LIKE 577 C
S67 cc3 201 Clear NW Unr sight DERD 683 C
S67 cc3 202 Degraded LF Unr pear ORANGE 713 C
S67 cc3 203 Degraded NW Unr hate POAL 812 C
S67 cc3 204 Degraded NW Unr east MUCTS 1091 C
S67 cc3 205 Clear NW Unr beach SEEF 579 C
S67 cc3 206 Clear NW Unr knob ENSUCT 591 C
S67 cc3 207 Clear NW Unr sharp WEERD 618 C
S67 cc3 208 Clear NW Unr used RISHED 682 C
S67 cc3 209 Clear LF Rel omelet EGGS 584 C
S67 cc3 210 Clear NW Unr doctor GACKEL 626 C
S67 cc3 211 Degraded HF Rel through DONE 726 C
S67 cc3 212 Clear NW Unr live DOLFIN 811 E
S67 cc3 213 Degraded HF Rel beam LIGHT 815 C
S67 cc3 214 Degraded LF Rel symbol SIGN 807 E
S67 cc3 215 Clear HF Unr scalp BOAT 938 C
S67 cc3 216 Degraded NW Unr razor NENTS 762 C
S67 cc3 217 Degraded HF Unr scout LEAD 729 C
S67 cc3 218 Degraded NW Unr weak VIRD 594 C
S67 cc3 219 Clear NW Unr future GLIPS 1323 C
S67 cc3 220 Clear NW Unr alive GOIL 1002 C
S67 cc3 221 Clear NW Unr death VELP 728 C
S67 cc3 222 Clear NW Unr prison UNBERM 719 C
S67 cc3 223 Degraded HF Rel free COST 917 C
S67 cc3 224 Clear LF Rel bunch BANANA 659 C
S67 cc3 225 Degraded HF Unr nails DESTROY 1004 E
S67 cc3 226 Clear HF Unr smash FINGER 756 C
S67 cc3 227 Degraded NW Unr square TRUDE 706 E
S67 cc3 228 Degraded HF Unr frost HORSE 1135 C
S67 cc3 229 Clear NW Unr spook CORTED 1000 C
S67 cc3 230 Degraded NW Unr chance KENTED 662 C
S67 cc3 231 Clear NW Unr drawing FARPER 577 C
S67 cc3 232 Degraded HF Rel meadow GRASS 698 C
S67 cc3 233 Degraded NW Unr munch PROMELP 761 C
S67 cc3 234 Clear LF Rel robe BATH 1128 C
S67 cc3 235 Clear HF Unr since BOARD 799 C
S67 cc3 236 Degraded HF Unr simple CIRCLE 1029 C
S67 cc3 237 Clear LF Unr ritual POLE 649 C
S67 cc3 238 Clear LF Rel send MAIL 593 C
S67 cc3 239 Degraded LF Rel stuck GLUE 1004 C
S67 cc3 240 Clear NW Unr explode DATHE 794 C
S67 cc3 241 Clear LF Unr mussel BREAD 732 C
S67 cc3 242 Clear HF Rel squad POLICE 582 C
S67 cc3 243 Degraded HF Unr hike HAND 833 C
S67 cc3 244 Degraded HF Unr counsel PARTY 574 C
S67 cc3 245 Clear HF Unr spirit PLANE 742 C
S67 cc3 246 Clear NW Unr fangs PRALE 913 C
S67 cc3 247 Clear NW Unr trash NAMPED 845 C
S67 cc3 248 Degraded HF Rel granite STONE 923 C
S67 cc3 249 Clear HF Unr wager ARMY 903 C
S67 cc3 250 Degraded NW Unr sweet CONTRANAIM 1043 C
S67 cc3 251 Degraded HF Unr lips KNOW 890 E
S67 cc3 252 Clear LF Rel oval ROUND 569 C
S67 cc3 253 Degraded LF Unr stomach RUBBER 801 C
S67 cc3 254 Degraded NW Unr trace NAIN 919 C
S67 cc3 255 Degraded NW Unr sleep AJURD 661 C
S67 cc3 256 Clear NW Unr find NADER 752 C
S67 cc3 257 Clear NW Unr foot TICED 636 C
S67 cc3 258 Clear NW Unr fingers TRIVEEF 689 C
S67 cc3 259 Clear HF Rel logic THINK 1233 C
S67 cc3 260 Clear LF Unr missile THIEF 653 C
S67 cc3 261 Degraded HF Rel marble FLOOR 549 C
S67 cc3 262 Clear NW Unr closet TRANSHORD 633 C
S67 cc3 263 Degraded NW Unr perfume PORM 794 C
S67 cc3 264 Degraded NW Unr chalk DEFITY 830 C
S67 cc3 265 Degraded LF Unr cliff PUPPY 1193 C
S67 cc3 266 Degraded HF Unr pilot SCHOOL 719 C
S67 cc3 267 Clear NW Unr middle FASHIN 661 C
S67 cc3 268 Degraded NW Unr finish PROLEEL 876 C
S67 cc3 269 Clear LF Rel stingy CHEAP 674 C
S67 cc3 270 Degraded LF Unr reel HABIT 1117 C
S67 cc3 271 Degraded HF Rel brawl FIGHT 915 C
S67 cc3 272 Degraded HF Rel mayor CITY 1346 C
S67 cc3 273 Clear LF Unr warmth SKIN 597 C
S67 cc3 274 Clear NW Unr aunt FLEEPED 642 C
S67 cc3 275 Clear NW Unr harsh POSTSIRM 711 C
S67 cc3 276 Clear LF Rel hail STORM 490 C
S67 cc3 277 Degraded NW Unr violet GOUPER 691 C
S67 cc3 278 Degraded HF Unr private CENTER 1138 C
S67 cc3 279 Degraded HF Rel ideal BEST 911 C
S67 cc3 280 Degraded NW Unr male GLEDER 874 C
S67 cc3 281 Degraded NW Unr palm FRIMER 1275 C
S67 cc3 282 Clear LF Unr monarch SNAKE 642 C
S67 cc3 283 Clear LF Unr orchid DEFEND 919 C
S67 cc3 284 Clear HF Rel blaze FIRE 582 C
S67 cc3 285 Degraded HF Unr design SAME 816 C
S67 cc3 286 Clear NW Unr turtle TIET 712 C
S67 cc3 287 Degraded HF Unr novel PULL 859 E
S67 cc3 288 Clear HF Rel bleach WHITE 602 C
S67 cc3 289 Degraded NW Unr dislike ABNORD 700 C
S67 cc3 290 Degraded LF Unr stale OYSTER 718 C
S67 cc3 291 Clear NW Unr ghost RERN 627 C
S67 cc3 292 Clear NW Unr risk GIREN 567 C
S67 cc3 293 Clear NW Unr moon DERON 492 C
S67 cc3 294 Degraded LF Unr gain BELL 502 E
S67 cc3 295 Degraded HF Unr problem RIGHT 617 C
S67 cc3 296 Clear HF Unr just ANSWER 618 C
S67 cc3 297 Clear NW Unr college BERE 633 C
S67 cc3 298 Clear HF Unr vary SHOW 542 C
S67 cc3 299 Clear HF Rel stem PLANT 609 C
S67 cc3 300 Degraded HF Rel handle CARE 912 C
S67 cc3 301 Degraded NW Unr brandy LOMED 956 C
S67 cc3 302 Degraded NW Unr coral DISMONG 769 C
S67 cc3 303 Clear NW Unr fishing HIFT 913 C
S67 cc3 304 Clear HF Unr routine MAKE 637 C
S67 cc3 305 Clear NW Unr corpse GIPER 643 C
S67 cc3 306 Degraded NW Unr sheep PAFTER 827 C
S67 cc3 307 Clear NW Unr past UNCHIM 678 C
S67 cc3 308 Degraded NW Unr boots GAFT 948 C
S67 cc3 309 Degraded LF Rel straw SODA 743 E
S67 cc3 310 Degraded NW Unr ceiling FODE 733 C
S67 cc3 311 Degraded LF Rel snail SLIMY 726 C
S67 cc3 312 Degraded LF Unr captive JOKE 539 C
S67 cc3 313 Clear LF Rel monk PRIEST 603 C
S67 cc3 314 Degraded HF Rel plow FIELD 745 C
S67 cc3 315 Clear LF Unr pound HANGER 708 E
S67 cc3 316 Degraded HF Rel side FRONT 705 C
S67 cc3 317 Clear HF Unr cigar NIGHT 596 C
S67 cc3 318 Degraded NW Unr chair INTERMIET 1187 C
S67 cc3 319 Clear LF Rel crops CORN 1284 C
S67 cc3 320 Clear NW Unr kind BOAFE 892 C
S67 cc3 321 Degraded NW Unr virtue HICE 1732 C
S67 cc3 322 Degraded NW Unr measure HOLKS 820 C
S67 cc3 323 Degraded NW Unr slither KOOF 668 C
S67 cc3 324 Degraded HF Unr brief CASE 583 C
S67 cc3 325 Degraded LF Unr cobra RULER 771 C
S67 cc3 326 Degraded LF Unr seal CARDS 627 C
S67 cc3 327 Clear NW Unr area HISE 646 C
S67 cc3 328 Degraded HF Unr guest PRESENT 764 C
S67 cc3 329 Clear HF Rel rude MEAN 762 C
S67 cc3 330 Degraded LF Unr scallop SHIRT 647 C
S67 cc3 331 Clear NW Unr drink VACER 572 C
S67 cc3 332 Degraded NW Unr site ANTIPOLD 741 C
S67 cc3 333 Clear HF Rel retain HOLD 721 C
S67 cc3 334 Clear HF Rel length LONG 598 C
S67 cc3 335 Degraded LF Rel mints CANDY 627 C
S67 cc3 336 Clear NW Unr plate DORTER 743 C
S67 cc3 337 Clear HF Rel mirage VISION 608 C
S67 cc3 338 Clear NW Unr part JACE 799 C
S67 cc3 339 Clear LF Rel seam PANTS 596 C
S67 cc3 340 Degraded NW Unr watch PREHOIN 769 C
S67 cc3 341 Clear NW Unr worn TODELL 546 C
S67 cc3 342 Clear NW Unr giggle BIAL 644 C
S67 cc3 343 Clear LF Unr fragile THREAD 715 C
S67 cc3 344 Degraded HF Unr alley POINT 671 C
S67 cc3 345 Clear NW Unr game FLIMER 603 C
S67 cc3 346 Degraded NW Unr poise EXVAIM 764 C
S67 cc3 347 Degraded LF Unr prime JUICE 602 C
S67 cc3 348 Degraded HF Unr tank GAMBLE 1383 C
S67 cc3 349 Clear NW Unr stand VOLKEL 753 C
S67 cc3 350 Clear LF Rel mule DONKEY 723 C
S67 cc3 351 Clear NW Unr shelter PROWAMP 633 C
S67 cc3 352 Degraded LF Unr latch CRASH 875 C
S67 cc3 353 Degraded NW Unr cough VIRED 960 E
S67 cc3 354 Degraded LF Rel fray TEAR 561 C
S67 cc3 355 Clear HF Rel voice SOUND 631 C
S67 cc3 356 Degraded LF Rel hope GLORY 762 C
S67 cc3 357 Clear NW Unr stain MUELED 648 C
S67 cc3 358 Clear NW Unr pain NIRT 689 C
S67 cc3 359 Clear HF Rel cork WINE 688 C
S67 cc3 360 Clear NW Unr human PLOGED 656 C
S67 cc3 361 Degraded NW Unr liver BOULER 586 E
S67 cc3 362 Degraded NW Unr lion TRANSVEEM 3951 C
S67 cc3 363 Clear NW Unr lobster WOINS 846 C
S67 cc3 364 Degraded NW Unr sparrow WELME 906 C
S67 cc3 365 Degraded NW Unr toad HOMPS 1190 C
S67 cc3 366 Clear NW Unr correct HILK 1834 C
S67 cc3 367 Degraded HF Rel fact FIGURE 1196 C
S67 cc3 368 Degraded NW Unr village NAKE 674 C
S67 cc3 369 Degraded NW Unr sail FOOMS 573 C
S67 cc3 370 Clear NW Unr apology DOMP 598 C
S67 cc3 371 Degraded NW Unr sing FONGE 594 C
S67 cc3 372 Clear LF Unr wedding WEIGHT 798 C
S67 cc3 373 Clear LF Unr grove FRUIT 693 C
S67 cc3 374 Degraded NW Unr eternal BIRES 1172 C
S67 cc3 375 Clear LF Unr melody SOCCER 645 E
S67 cc3 376 Clear LF Rel wisdom SMART 614 C
S67 cc3 377 Degraded HF Unr stiff WHEN 565 C
S67 cc3 378 Clear NW Unr punish DIATOOF 657 C
S67 cc3 379 Clear LF Rel pigeon BIRD 600 C
S67 cc3 380 Clear LF Unr plum VAMPIRE 535 C
S67 cc3 381 Degraded LF Unr robbery ROCKET 647 C
S67 cc3 382 Degraded NW Unr phase REBINT 796 C
S67 cc3 383 Degraded HF Unr late SMOKE 658 C
S67 cc3 384 Clear NW Unr lump REJONG 715 C
S67 cc3 385 Clear HF Rel strand HAIR 637 C
S67 cc3 386 Clear NW Unr pool HADER 866 E
S67 cc3 387 Degraded LF Unr crumb BALLOON 657 C
S67 cc3 388 Degraded NW Unr baby DIPER 762 E
S67 cc3 389 Degraded LF Rel dump GARBAGE 832 C
S67 cc3 390 Clear HF Rel bench SEAT 556 C
S67 cc3 391 Clear HF Rel society PEOPLE 547 C
S67 cc3 392 Clear NW Unr person RESATH 565 C
S67 cc3 393 Degraded NW Unr dull REET 699 C
S67 cc3 394 Clear HF Unr vanish YEAR 797 C
S67 cc3 395 Degraded HF Unr century GONE 627 C
S67 cc3 396 Degraded NW Unr tire VIND 662 C
S67 cc3 397 Clear NW Unr house ABDESS 657 C
S67 cc3 398 Clear NW Unr tall NAFTS 489 C
S67 cc3 399 Degraded LF Rel vest JACKET 851 C
S67 cc3 400 Clear NW Unr flask FANTOM 753 C
S67 cc3 401 Clear NW Unr protect DOAF 558 C
S67 cc3 402 Clear LF Rel yarn WOOL 690 C
S67 cc3 403 Clear NW Unr ease UNGURB 596 C
S67 cc3 404 Degraded HF Rel moment SECOND 592 C
S67 cc3 405 Degraded HF Rel much MORE 571 E
S67 cc3 406 Clear NW Unr quart NEEPS 623 C
S67 cc3 407 Clear NW Unr gentle GLIDEL 595 C
S67 cc3 408 Degraded LF Unr panther PINT 640 C
S67 cc3 409 Clear NW Unr kill OVERTAGE 870 C
S67 cc3 410 Clear NW Unr time BIETER 824 C
S67 cc3 411 Degraded NW Unr receive FOKEL 659 C
S67 cc3 412 Clear NW Unr throat PREPERN 716 C
S67 cc3 413 Clear NW Unr inhale DISBAMP 561 C
S67 cc3 414 Degraded NW Unr rabbit BLIDE 760 E
S67 cc3 415 Clear NW Unr saber WIET 687 C
S67 cc3 416 Clear LF Unr mask NAVY 1470 C
S67 cc3 417 Clear NW Unr danger HOAFER 540 C
S67 cc3 418 Degraded HF Rel gate OPEN 539 C
S67 cc3 419 Clear NW Unr saltine DEBIRT 539 C
S67 cc3 420 Clear NW Unr bomb PRENITY 844 C
S67 cc3 421 Clear NW Unr clue WINT 569 C
S67 cc3 422 Clear LF Unr force SCARE 707 C
S67 cc3 423 Degraded LF Rel quail DUCK 613 C
S67 cc3 424 Clear LF Rel barrier REEF 741 C
S67 cc3 425 Degraded NW Unr sketch SEMINART 573 C
S67 cc3 426 Clear NW Unr tale TASHED 567 C
S67 cc3 427 Clear LF Rel tarnish SILVER 588 C
S67 cc3 428 Degraded HF Rel journal WRITE 839 C
S67 cc3 429 Degraded NW Unr neck VELLS 597 C
S67 cc3 430 Clear NW Unr seek ENJOLK 546 C
S67 cc3 431 Degraded LF Rel polite NICE 629 C
S67 cc3 432 Clear HF Rel lodge HOTEL 728 C
S67 cc3 433 Degraded HF Unr shadow LIFE 594 C
S67 cc3 434 Degraded NW Unr drunk BIST 910 C
S67 cc3 435 Degraded NW Unr dark NOAL 551 C
S67 cc3 436 Degraded NW Unr beer TRANSVAME 570 C
S67 cc3 437 Degraded HF Unr donor BACK 404 E
S67 cc3 438 Clear NW Unr cement HISHES 613 C
S67 cc3 439 Clear NW Unr movie DISWOUL 451 C
S67 cc3 440 Degraded NW Unr singer CATHE 789 C
S67 cc3 441 Degraded NW Unr funny TELD 727 C
S67 cc3 442 Clear NW Unr thirst TORM 574 C
S67 cc3 443 Degraded LF Rel barrel MONKEY 628 C
S67 cc3 444 Degraded HF Rel fair RIDE 825 C
S67 cc3 445 Clear NW Unr fill MEROT 772 C
S67 cc3 446 Degraded NW Unr strange RAIM 1443 C
S67 cc3 447 Degraded LF Rel noisy LOUD 684 C
S67 cc3 448 Clear NW Unr dress NACE 602 C
S67 cc3 449 Clear LF Rel scary FRIGHT 455 E
S67 cc3 450 Clear HF Rel knock DOOR 915 C
S67 cc3 451 Degraded NW Unr tooth SACE 849 C
S67 cc3 452 Degraded LF Rel buckle SHOE 737 C
S67 cc3 453 Clear NW Unr cracker GEENER 746 C
S67 cc3 454 Clear HF Unr bring BEAR 723 C
S67 cc3 455 Clear NW Unr liberty REMOLKS 521 C
S67 cc3 456 Degraded NW Unr horror BUCT 696 C
S67 cc3 457 Clear NW Unr judge HERME 632 C
S67 cc3 458 Degraded HF Unr dock HEAD 586 C
S67 cc3 459 Clear NW Unr garlic DURFER 662 C
S67 cc3 460 Degraded HF Rel examine STUDY 736 C
S67 cc3 461 Clear HF Unr reality DARK 538 C
S67 cc3 462 Degraded HF Rel town COUNTRY 632 C
S67 cc3 463 Clear HF Unr costume HELP 541 C
S67 cc3 464 Degraded NW Unr span LIPER 780 C
S67 cc3 465 Clear NW Unr magic SARPS 750 C
S67 cc3 466 Clear NW Unr wallet UNJEED 584 C
S67 cc3 467 Clear NW Unr value UNFERO 579 C
S67 cc3 468 Degraded NW Unr green ROLK 764 C
S67 cc3 469 Degraded NW Unr sugar FAFT 698 C
S67 cc3 470 Degraded HF Unr yawn BLUE 1769 C
S67 cc3 471 Clear NW Unr blouse BAVE 626 E
S67 cc3 472 Clear LF Rel toaster OVEN 752 C
S67 cc3 473 Degraded HF Unr gloves BREATH 1787 C
S67 cc3 474 Degraded HF Rel choice PICK 631 C
S67 cc3 475 Clear LF Unr flannel SEAFOOD 714 C
S67 cc3 476 Degraded NW Unr minute WOATER 763 C
S67 cc3 477 Degraded LF Rel pardon FORGIVE 585 C
S67 cc3 478 Clear LF Unr curse KING 565 C
S67 cc3 479 Degraded NW Unr alcohol ROFT 858 C
S67 cc3 480 Degraded LF Rel grain SAND 811 C
S68 cc4 1 Degraded LF Rel ounce PINT 949 C
S68 cc4 2 Degraded NW Unr past UNCHIM 552 C
S68 cc4 3 Degraded HF Rel decide KNOW 491 C
S68 cc4 4 Clear LF Unr paste HINT 596 C
S68 cc4 5 Degraded LF Rel impact CRASH 544 C
S68 cc4 6 Clear LF Rel thimble THREAD 533 C
S68 cc4 7 Degraded NW Unr danger HOAFER 583 C
S68 cc4 8 Degraded NW Unr harsh POSTSIRM 593 C
S68 cc4 9 Clear NW Unr artery DEHIET 684 C
S68 cc4 10 Degraded NW Unr dress NACE 714 C
S68 cc4 11 Degraded HF Unr hose HOLD 669 C
S68 cc4 12 Degraded NW Unr lose LURB 536 C
S68 cc4 13 Degraded HF Rel reality LIFE 600 C
S68 cc4 14 Clear NW Unr beer TRANSVAME 774 C
S68 cc4 15 Clear LF Rel pear FRUIT 823 C
S68 cc4 16 Degraded NW Unr turtle TIET 1121 C
S68 cc4 17 Clear LF Rel attack DEFEND 583 C
S68 cc4 18 Degraded NW Unr rock MIPER 914 C
S68 cc4 19 Clear NW Unr tooth SACE 942 C
S68 cc4 20 Degraded HF Unr parent HAVE 592 C
S68 cc4 21 Degraded NW Unr drink VACER 715 C
S68 cc4 22 Degraded LF Unr rinse WOOL 817 C
S68 cc4 23 Clear LF Rel graft SKIN 570 C
S68 cc4 24 Degraded NW Unr stand VOLKEL 689 C
S68 cc4 25 Clear LF Unr offend BRAVE 674 C
S68 cc4 26 Clear NW Unr stove TEAPS 653 C
S68 cc4 27 Degraded LF Unr fray SWIM 518 C
S68 cc4 28 Degraded LF Rel musk SCENT 691 C
S68 cc4 29 Degraded HF Unr journal HAIR 483 C
S68 cc4 30 Degraded NW Unr blouse BAVE 665 C
S68 cc4 31 Degraded LF Rel ritual HABIT 533 C
S68 cc4 32 Degraded HF Rel guide LEAD 980 C
S68 cc4 33 Clear NW Unr star HEAN 589 C
S68 cc4 34 Degraded HF Unr handle WINE 584 C
S68 cc4 35 Clear HF Unr gray BEST 595 C
S68 cc4 36 Degraded NW Unr risk GIREN 689 C
S68 cc4 37 Degraded LF Unr famine EAGLE 657 C
S68 cc4 38 Degraded NW Unr liberty REMOLKS 569 C
S68 cc4 39 Degraded HF Rel bring TAKE 482 C
S68 cc4 40 Degraded HF Unr plow PLANT 1031 C
S68 cc4 41 Clear NW Unr liver BOULER 826 C
S68 cc4 42 Clear LF Rel stake VAMPIRE 517 C
S68 cc4 43 Degraded NW Unr pool HADER 739 C
S68 cc4 44 Degraded NW Unr skirt VADES 683 C
S68 cc4 45 Clear HF Rel brief SHORT 665 C
S68 cc4 46 Degraded LF Rel physics MATH 613 C
S68 cc4 47 Degraded LF Unr pickle STORM 500 C
S68 cc4 48 Degraded HF Rel loop CIRCLE 525 C
S68 cc4 49 Clear NW Unr exam JAMPER 628 C
S68 cc4 50 Clear NW Unr coke TILKER 582 C
S68 cc4 51 Clear NW Unr peel FOOR 1041 C
S68 cc4 52 Degraded LF Rel curse WITCH 840 C
S68 cc4 53 Degraded NW Unr golf NOOPS 820 C
S68 cc4 54 Degraded NW Unr alike KOOPER 688 C
S68 cc4 55 Clear LF Rel captive HOSTAGE 1505 C
S68 cc4 56 Degraded NW Unr rhythm MAND 980 C
S68 cc4 57 Clear NW Unr span LIPER 669 C
S68 cc4 58 Clear NW Unr wasted VABY 632 C
S68 cc4 59 Clear NW Unr alcohol ROFT 701 C
S68 cc4 60 Clear NW Unr virtue HICE 604 C
S68 cc4 61 Clear HF Rel cuddle BEAR 490 C
S68 cc4 62 Clear HF Unr serial COST 611 C
S68 cc4 63 Clear LF Rel walrus TUSK 612 C
S68 cc4 64 Degraded LF Unr symbol TRAIN 1060 C
S68 cc4 65 Degraded NW Unr closet TRANSHORD 636 C
S68 cc4 66 Clear NW Unr nest VARED 753 C
S68 cc4 67 Clear NW Unr racket DEST 845 C
S68 cc4 68 Clear NW Unr push JAINS 859 C
S68 cc4 69 Degraded NW Unr lump REJONG 701 C
S68 cc4 70 Degraded LF Rel monarch RULER 766 C
S68 cc4 71 Clear NW Unr sail FOOMS 940 C
S68 cc4 72 Degraded HF Unr through STRONG 811 C
S68 cc4 73 Degraded NW Unr desire SOOFS 949 C
S68 cc4 74 Degraded HF Rel term WORD 583 C
S68 cc4 75 Degraded NW Unr learn SORN 611 C
S68 cc4 76 Clear NW Unr piece ANTIVORM 802 C
S68 cc4 77 Clear NW Unr excuse PIMEL 1096 C
S68 cc4 78 Degraded NW Unr shiver DEAT 700 C
S68 cc4 79 Clear NW Unr palm FRIMER 555 C
S68 cc4 80 Clear LF Unr seam MONKEY 578 C
S68 cc4 81 Clear NW Unr lion TRANSVEEM 571 C
S68 cc4 82 Clear NW Unr mammal PARN 579 E
S68 cc4 83 Degraded HF Rel routine SAME 1446 C
S68 cc4 84 Clear LF Rel tuna FISH 1179 C
S68 cc4 85 Clear NW Unr chance KENTED 700 C
S68 cc4 86 Clear LF Unr oval NICE 1084 C
S68 cc4 87 Degraded NW Unr sharp WEERD 1257 C
S68 cc4 88 Degraded NW Unr part JACE 971 C
S68 cc4 89 Clear NW Unr measure HOLKS 722 C
S68 cc4 90 Clear LF Rel scallop SEAFOOD 665 C
S68 cc4 91 Clear HF Rel private ALONE 1107 C
S68 cc4 92 Degraded NW Unr boat EXMIRD 1238 C
S68 cc4 93 Degraded LF Unr destiny DONKEY 804 C
S68 cc4 94 Degraded HF Unr nephew VISION 634 C
S68 cc4 95 Clear LF Unr stingy VEIN 894 C
S68 cc4 96 Degraded HF Unr beam HOTEL 500 C
S68 cc4 97 Clear NW Unr algebra GASER 651 C
S68 cc4 98 Degraded NW Unr lobster WOINS 740 C
S68 cc4 99 Clear NW Unr village NAKE 604 C
S68 cc4 100 Degraded NW Unr used RISHED 858 C
S68 cc4 101 Clear HF Rel yawn TIRED 602 C
S68 cc4 102 Degraded NW Unr worst SAMP 825 C
S68 cc4 103 Degraded LF Rel spade CARDS 724 C
S68 cc4 104 Degraded HF Rel just RIGHT 633 C
S68 cc4 105 Clear NW Unr boring DORNER 1467 C
S68 cc4 106 Degraded HF Rel glove HAND 519 C
S68 cc4 107 Clear NW Unr strange RAIM 837 C
S68 cc4 108 Degraded NW Unr spice NONWAIM 659 C
S68 cc4 109 Degraded NW Unr soar VAKER 618 C
S68 cc4 110 Degraded NW Unr gentle GLIDEL 684 C
S68 cc4 111 Degraded NW Unr shape JOAD 1082 C
S68 cc4 112 Clear LF Rel sailor NAVY 503 C
S68 cc4 113 Degraded LF Unr skip STICK 1010 C
S68 cc4 114 Clear LF Unr yarn WASH 977 C
S68 cc4 115 Clear LF Unr scary DUCK 541 C
S68 cc4 116 Clear HF Unr bush FLOOR 557 C
S68 cc4 117 Clear NW Unr perfume PORM 658 C
S68 cc4 118 Clear NW Unr finish PROLEEL 747 C
S68 cc4 119 Degraded NW Unr punish DIATOOF 727 C
S68 cc4 120 Clear NW Unr phase REBINT 812 C
S68 cc4 121 Clear LF Unr drum JUMP 756 C
S68 cc4 122 Clear NW Unr fear CRIG 594 C
S68 cc4 123 Clear HF Rel scout GIRL 493 C
S68 cc4 124 Degraded NW Unr stub SELP 869 C
S68 cc4 125 Clear HF Unr voice TELL 475 C
S68 cc4 126 Degraded NW Unr ease UNGURB 640 C
S68 cc4 127 Clear HF Unr some FIGURE 774 C
S68 cc4 128 Clear LF Unr hail SOUR 1078 C
S68 cc4 129 Clear HF Rel lips MOUTH 484 C
S68 cc4 130 Clear NW Unr last UNHURF 554 C
S68 cc4 131 Degraded LF Rel missile ROCKET 605 C
S68 cc4 132 Degraded LF Rel liar CHEAT 603 C
S68 cc4 133 Clear HF Rel alley STREET 632 C
S68 cc4 134 Clear LF Rel throne KING 475 C
S68 cc4 135 Clear NW Unr sheep PAFTER 641 C
S68 cc4 136 Degraded NW Unr bomb PRENITY 839 C
S68 cc4 137 Clear HF Unr bench GRASS 628 C
S68 cc4 138 Degraded LF Unr awkward SHOWER 567 C
S68 cc4 139 Degraded NW Unr tale TASHED 974 C
S68 cc4 140 Degraded LF Unr pardon SMART 597 C
S68 cc4 141 Degraded NW Unr saltine DEBIRT 674 C
S68 cc4 142 Clear HF Unr cork CARE 621 C
S68 cc4 143 Degraded HF Rel spirit SCHOOL 562 C
S68 cc4 144 Clear NW Unr poise EXVAIM 647 C
S68 cc4 145 Degraded NW Unr sight DERD 568 C
S68 cc4 146 Clear LF Rel scar UGLY 542 C
S68 cc4 147 Clear NW Unr cash HITY 737 C
S68 cc4 148 Degraded NW Unr write INTERVESS 857 C
S68 cc4 149 Degraded NW Unr alive GOIL 761 C
S68 cc4 150 Degraded NW Unr correct HILK 567 C
S68 cc4 151 Degraded HF Unr justice HARD 478 C
S68 cc4 152 Degraded HF Rel meaning REASON 803 C
S68 cc4 153 Clear NW Unr child REGEEP 600 C
S68 cc4 154 Degraded LF Unr vest BUNNY 453 C
S68 cc4 155 Degraded NW Unr cracker GEENER 582 C
S68 cc4 156 Clear NW Unr chair INTERMIET 849 C
S68 cc4 157 Clear NW Unr price MEERS 547 C
S68 cc4 158 Degraded HF Rel core CENTER 596 E
S68 cc4 159 Degraded HF Rel mare HORSE 650 C
S68 cc4 160 Degraded LF Rel mask HIDE 579 C
S68 cc4 161 Degraded NW Unr wallet UNJEED 682 C
S68 cc4 162 Clear HF Unr society OPEN 601 C
S68 cc4 163 Degraded NW Unr fingers TRIVEEF 585 C
S68 cc4 164 Clear NW Unr boots GAFT 644 C
S68 cc4 165 Clear NW Unr minute WOATER 668 C
S68 cc4 166 Degraded HF Rel piano PLAY 631 C
S68 cc4 167 Degraded NW Unr cure WERNED 858 C
S68 cc4 168 Clear LF Rel stomach ACHE 524 C
S68 cc4 169 Degraded NW Unr explode DATHE 1048 C
S68 cc4 170 Clear HF Rel gloves HANDS 655 C
S68 cc4 171 Clear LF Rel referee SOCCER 1670 C
